Date, UserID, Scenario, Branch, Variable, Action, NewValue, OldValue, ChangeID, ScenarioID, BranchID, VariableID, NewValue, OldValue
2015/01/03 14:18:45,AMA,Current Accounts,Below Hyrum Reservoir,,Create River Reach,,,   5,1,56,16,,
2015/01/03 14:21:27,AMA,Current Accounts,Cutler Reservoir,,Create Reservoir,,,   5,1,57,4,,
2015/01/03 14:21:27,AMA,Current Accounts,Cutler Reservoir,,Change Active in Current Accounts?,Yes,,   6,1,57,0,Yes,
2015/01/03 14:21:27,AMA,Current Accounts,Below Cutler Reservoir,,Create River Reach,,,   5,1,58,16,,
2015/01/03 14:21:53,AMA,,,TextZoomFactor,Area-wide setting changed,0.0144793622818218,2104.13734204725,   15,0,0,832,0.0144793622818218,2104.13734204725
2015/01/03 14:22:45,AMA,Current Accounts,Bear River,BranchID,Change name,Bear River,Bear,   8,1,14,6,Bear River,Bear
2015/01/03 14:23:09,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 14:27:17,AMA,,,FullExtentTop,Area-wide setting changed,42.4843465831276,43.0129934839312,   15,0,0,834,42.4843465831276,43.0129934839312
2015/01/03 14:27:17,AMA,,,FullExtentLeft,Area-wide setting changed,-112.293997962947,-112.914492396023,   15,0,0,835,-112.293997962947,-112.914492396023
2015/01/03 14:27:17,AMA,,,FullExtentRight,Area-wide setting changed,-110.804431666651,-110.31029085211,   15,0,0,837,-110.804431666651,-110.31029085211
2015/01/03 14:27:17,AMA,,,FullExtentBottom,Area-wide setting changed,41.2785072004115,40.3509207945976,   15,0,0,836,41.2785072004115,40.3509207945976
2015/01/03 14:30:33,AMA,Current Accounts,Paradise,,Create Streamflow Gauge,,,   5,1,65,20,,
2015/01/03 14:32:50,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 14:34:42,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 14:36:02,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 14:36:37,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 14:37:06,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 14:39:36,AMA,Current Accounts,Willard Bay,,Create Reservoir,,,   5,1,66,4,,
2015/01/03 14:39:36,AMA,Current Accounts,Willard Bay,,Change Active in Current Accounts?,Yes,,   6,1,66,0,Yes,
2015/01/03 14:42:35,AMA,Current Accounts,Bird Refuge,,Create Demand Site,,,   5,1,67,1,,
2015/01/03 14:42:35,AMA,Current Accounts,Bird Refuge,,Change Active in Current Accounts?,Yes,,   6,1,67,0,Yes,
2015/01/03 14:51:49,AMA,Current Accounts,Withdrawal Node 1,,Create River Withdrawal,,,   5,1,68,10,,
2015/01/03 14:51:49,AMA,Current Accounts,Below Withdrawal Node 1,,Create River Reach,,,   5,1,69,16,,
2015/01/03 14:51:57,AMA,Current Accounts,Below Withdrawal Node 1,,Delete River Reach,0,0,   13,1,69,16,0,0
2015/01/03 14:51:57,AMA,Current Accounts,Supply and Resources\River\Bear River\Reaches\Below Withdrawal Node 1,,Delete Branch,,,   19,1,179,0,,
2015/01/03 14:51:57,AMA,Current Accounts,Withdrawal Node 1,,Delete River Withdrawal,0,0,   13,1,68,10,0,0
2015/01/03 14:51:57,AMA,Current Accounts,Supply and Resources\River\Bear River\Withdrawals\Withdrawal Node 1,,Delete Branch,,,   19,1,178,0,,
2015/01/03 14:52:01,AMA,Current Accounts,Withdrawal Node 1,,Create River Withdrawal,,,   5,1,68,10,,
2015/01/03 14:52:01,AMA,Current Accounts,Below Withdrawal Node 1,,Create River Reach,,,   5,1,69,16,,
2015/01/03 14:52:05,AMA,Current Accounts,Transmission Link from Withdrawal Node 1 to Bird Refuge,,Create Transmission Link,,,   5,1,70,7,,
2015/01/03 14:52:40,AMA,Current Accounts,Return Flow Node 1,,Create Return Flow Node,,,   5,1,71,17,,
2015/01/03 14:52:40,AMA,Current Accounts,Below Return Flow Node 1,,Create River Reach,,,   5,1,72,16,,
2015/01/03 14:52:40,AMA,Current Accounts,Return Flow from Bird Refuge to Bear River,,Create Return Flow,,,   5,1,73,8,,
2015/01/03 14:52:46,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 14:54:41,AMA,,,,Area saved,,,   4,0,0,0,,
2015/01/03 15:11:50,AMA,,,FullExtentTop,Area-wide setting changed,42.8940586583343,42.4843465831276,   15,0,0,834,42.8940586583343,42.4843465831276
